Neighborhood_ID,Neighborhood_name,Borough,Latitude,Longitude
Turtle Bay40.75204236950722-73.96770824581834,Turtle Bay,Manhattan,40.75204236950722,-73.96770824581834
Tudor City40.746917410740195-73.97121928722265,Tudor City,Manhattan,40.746917410740195,-73.97121928722265
Stuyvesant Town40.73099955477061-73.97405170469203,Stuyvesant Town,Manhattan,40.73099955477061,-73.97405170469203
Flatiron40.739673047638426-73.9909471052826,Flatiron,Manhattan,40.739673047638426,-73.9909471052826
Sunnyside Gardens40.74565180608076-73.91819286431682,Sunnyside Gardens,Queens,40.74565180608076,-73.91819286431682
Blissville40.73725071694497-73.93244235260178,Blissville,Queens,40.73725071694497,-73.93244235260178
Fulton Ferry40.70328109093014-73.99550751888415,Fulton Ferry,Brooklyn,40.70328109093014,-73.99550751888415
Vinegar Hill40.70332149882874-73.98111603592393,Vinegar Hill,Brooklyn,40.70332149882874,-73.98111603592393
Weeksville40.67503986503237-73.93053108817338,Weeksville,Brooklyn,40.67503986503237,-73.93053108817338
Broadway Junction40.67786104769531-73.90331684852599,Broadway Junction,Brooklyn,40.67786104769531,-73.90331684852599
Dumbo40.70317632822692-73.9887528074504,Dumbo,Brooklyn,40.70317632822692,-73.9887528074504
Manor Heights40.60180957631444-74.12059399718001,Manor Heights,Staten Island,40.60180957631444,-74.12059399718001
Willowbrook40.60370692627371-74.13208447484298,Willowbrook,Staten Island,40.60370692627371,-74.13208447484298
Sandy Ground40.541139922091766-74.21776636068567,Sandy Ground,Staten Island,40.541139922091766,-74.21776636068567
Egbertville40.579118742961214-74.12727240604946,Egbertville,Staten Island,40.579118742961214,-74.12727240604946
Roxbury40.56737588957032-73.89213760232822,Roxbury,Queens,40.56737588957032,-73.89213760232822
Homecrest40.598525095137255-73.95918459428702,Homecrest,Brooklyn,40.598525095137255,-73.95918459428702
Middle Village40.716414511158185-73.88114319200604,Middle Village,Queens,40.716414511158185,-73.88114319200604
Prince's Bay40.52626406734812-74.20152556457658,Prince's Bay,Staten Island,40.52626406734812,-74.20152556457658
Lighthouse Hill40.57650629379489-74.13792663771568,Lighthouse Hill,Staten Island,40.57650629379489,-74.13792663771568
Richmond Valley40.51954145748909-74.22957080626941,Richmond Valley,Staten Island,40.51954145748909,-74.22957080626941
Malba40.79060155670148-73.82667757138641,Malba,Queens,40.79060155670148,-73.82667757138641
Highland Park40.6819989345173-73.890345709872,Highland Park,Brooklyn,40.6819989345173,-73.890345709872
Madison40.60937770113766-73.94841515328893,Madison,Brooklyn,40.60937770113766,-73.94841515328893
Bronxdale40.85272297633017-73.86172577555115,Bronxdale,Bronx,40.85272297633017,-73.86172577555115
Allerton40.86578787802982-73.85931863221647,Allerton,Bronx,40.86578787802982,-73.85931863221647
Kingsbridge Heights40.8703923914147-73.90152264513144,Kingsbridge Heights,Bronx,40.8703923914147,-73.90152264513144
Erasmus40.64692606658579-73.94817709920184,Erasmus,Brooklyn,40.64692606658579,-73.94817709920184
Hudson Yards40.75665808227519-74.00011136202637,Hudson Yards,Manhattan,40.75665808227519,-74.00011136202637
Hammels40.58733774018741-73.80553002968718,Hammels,Queens,40.58733774018741,-73.80553002968718
Bayswater40.611321691283834-73.76596781445627,Bayswater,Queens,40.611321691283834,-73.76596781445627
Queensbridge40.756091297094706-73.94563070334091,Queensbridge,Queens,40.756091297094706,-73.94563070334091
Fox Hills40.61731079252983-74.08173992211962,Fox Hills,Staten Island,40.61731079252983,-74.08173992211962
