Neighborhood_ID,Neighborhood_name,Borough,Latitude,Longitude
Cypress Hills40.68239101144211-73.87661596457296,Cypress Hills,Brooklyn,40.68239101144211,-73.87661596457296
East New York40.669925700847045-73.88069863917366,East New York,Brooklyn,40.669925700847045,-73.88069863917366
Starrett City40.64758905230874-73.87936970045875,Starrett City,Brooklyn,40.64758905230874,-73.87936970045875
Canarsie40.63556432797428-73.90209269778966,Canarsie,Brooklyn,40.63556432797428,-73.90209269778966
Flatlands40.630446043757466-73.92911302644674,Flatlands,Brooklyn,40.630446043757466,-73.92911302644674
Mill Island40.606336421685626-73.90818571777423,Mill Island,Brooklyn,40.606336421685626,-73.90818571777423
Manhattan Beach40.57791350308657-73.94353722891886,Manhattan Beach,Brooklyn,40.57791350308657,-73.94353722891886
Coney Island40.57429256471601-73.98868295821637,Coney Island,Brooklyn,40.57429256471601,-73.98868295821637
Bath Beach40.59951870282238-73.99875221443519,Bath Beach,Brooklyn,40.59951870282238,-73.99875221443519
Borough Park40.633130512758015-73.99049823044811,Borough Park,Brooklyn,40.633130512758015,-73.99049823044811
Dyker Heights40.619219457722636-74.01931375636022,Dyker Heights,Brooklyn,40.619219457722636,-74.01931375636022
Gerritsen Beach40.590848433902046-73.93010170691196,Gerritsen Beach,Brooklyn,40.590848433902046,-73.93010170691196
Marine Park40.609747779894604-73.93134404108497,Marine Park,Brooklyn,40.609747779894604,-73.93134404108497
Clinton Hill40.693229421881504-73.96784306216367,Clinton Hill,Brooklyn,40.693229421881504,-73.96784306216367
Sea Gate40.57637537890224-74.0078731120024,Sea Gate,Brooklyn,40.57637537890224,-74.0078731120024
Downtown40.69084402109802-73.98346337431099,Downtown,Brooklyn,40.69084402109802,-73.98346337431099
Boerum Hill40.685682912091444-73.98374824115798,Boerum Hill,Brooklyn,40.685682912091444,-73.98374824115798
Prospect Lefferts Gardens40.658420017469815-73.95489867077713,Prospect Lefferts Gardens,Brooklyn,40.658420017469815,-73.95489867077713
Ocean Hill40.678402554795355-73.91306831787395,Ocean Hill,Brooklyn,40.678402554795355,-73.91306831787395
City Line40.67856995727479-73.86797598081334,City Line,Brooklyn,40.67856995727479,-73.86797598081334
Bergen Beach40.61514955045308-73.89855633630317,Bergen Beach,Brooklyn,40.61514955045308,-73.89855633630317
Midwood40.62559589869843-73.95759523489838,Midwood,Brooklyn,40.62559589869843,-73.95759523489838
Prospect Park South40.647008603185185-73.96261316716048,Prospect Park South,Brooklyn,40.647008603185185,-73.96261316716048
Georgetown40.62384524478419-73.91607483951324,Georgetown,Brooklyn,40.62384524478419,-73.91607483951324
East Williamsburg40.70849241041548-73.93885815269195,East Williamsburg,Brooklyn,40.70849241041548,-73.93885815269195
North Side40.714822906532014-73.95880857587582,North Side,Brooklyn,40.714822906532014,-73.95880857587582
South Side40.71086147265064-73.95800095153331,South Side,Brooklyn,40.71086147265064,-73.95800095153331
Ocean Parkway40.61305976667942-73.96836678035541,Ocean Parkway,Brooklyn,40.61305976667942,-73.96836678035541
Fort Hamilton40.61476812694226-74.03197914537984,Fort Hamilton,Brooklyn,40.61476812694226,-74.03197914537984
Chinatown40.71561842231432-73.99427936255978,Chinatown,Manhattan,40.71561842231432,-73.99427936255978
Washington Heights40.85190252555305-73.93690027985234,Washington Heights,Manhattan,40.85190252555305,-73.93690027985234
Inwood40.86768396449915-73.92121042203897,Inwood,Manhattan,40.86768396449915,-73.92121042203897
Hamilton Heights40.823604284811935-73.94968791883366,Hamilton Heights,Manhattan,40.823604284811935,-73.94968791883366
Manhattanville40.8169344294978-73.9573853935188,Manhattanville,Manhattan,40.8169344294978,-73.9573853935188
Central Harlem40.81597606742414-73.94321112603905,Central Harlem,Manhattan,40.81597606742414,-73.94321112603905
East Harlem40.79224946663033-73.94418223148524,East Harlem,Manhattan,40.79224946663033,-73.94418223148524
Upper East Side40.775638573301805-73.96050763135,Upper East Side,Manhattan,40.775638573301805,-73.96050763135
Yorkville40.775929849884875-73.94711784471826,Yorkville,Manhattan,40.775929849884875,-73.94711784471826
Lenox Hill40.76811265828733-73.9588596881376,Lenox Hill,Manhattan,40.76811265828733,-73.9588596881376
Roosevelt Island40.76215960576283-73.94916769227953,Roosevelt Island,Manhattan,40.76215960576283,-73.94916769227953
Upper West Side40.787657998534854-73.97705923630603,Upper West Side,Manhattan,40.787657998534854,-73.97705923630603
Lincoln Square40.77352888942166-73.98533777001262,Lincoln Square,Manhattan,40.77352888942166,-73.98533777001262
Clinton40.75910089146212-73.99611936309479,Clinton,Manhattan,40.75910089146212,-73.99611936309479
Midtown40.75469110270623-73.98166882730304,Midtown,Manhattan,40.75469110270623,-73.98166882730304
Murray Hill40.748303077252174-73.97833207924127,Murray Hill,Manhattan,40.748303077252174,-73.97833207924127
Chelsea40.744034706747975-74.00311633472813,Chelsea,Manhattan,40.744034706747975,-74.00311633472813
Greenwich Village40.72693288536128-73.99991402945902,Greenwich Village,Manhattan,40.72693288536128,-73.99991402945902
East Village40.727846777270244-73.98222616506416,East Village,Manhattan,40.727846777270244,-73.98222616506416
Lower East Side40.71780674892765-73.98089031999291,Lower East Side,Manhattan,40.71780674892765,-73.98089031999291
Tribeca40.721521967443216-74.01068328559087,Tribeca,Manhattan,40.721521967443216,-74.01068328559087
Little Italy40.71932379395907-73.99730467208073,Little Italy,Manhattan,40.71932379395907,-73.99730467208073
Soho40.72218384131794-74.00065666959759,Soho,Manhattan,40.72218384131794,-74.00065666959759
West Village40.73443393572434-74.00617998126812,West Village,Manhattan,40.73443393572434,-74.00617998126812
Manhattan Valley40.797307041702865-73.96428617740655,Manhattan Valley,Manhattan,40.797307041702865,-73.96428617740655
Morningside Heights40.807999738165826-73.96389627905332,Morningside Heights,Manhattan,40.807999738165826,-73.96389627905332
Gramercy40.737209832715-73.98137594833541,Gramercy,Manhattan,40.737209832715,-73.98137594833541
Battery Park City40.71193198394565-74.01686930508617,Battery Park City,Manhattan,40.71193198394565,-74.01686930508617
Financial District40.70710710727048-74.0106654452127,Financial District,Manhattan,40.70710710727048,-74.0106654452127
Astoria40.76850859335492-73.91565374304234,Astoria,Queens,40.76850859335492,-73.91565374304234
Woodside40.74634908860222-73.90184166838284,Woodside,Queens,40.74634908860222,-73.90184166838284
Jackson Heights40.75198138007367-73.88282109164365,Jackson Heights,Queens,40.75198138007367,-73.88282109164365
Elmhurst40.744048505122024-73.88165622288388,Elmhurst,Queens,40.744048505122024,-73.88165622288388
Howard Beach40.65422527738487-73.8381376460028,Howard Beach,Queens,40.65422527738487,-73.8381376460028
Corona40.74238175015667-73.85682497345258,Corona,Queens,40.74238175015667,-73.85682497345258
Forest Hills40.72526378216503-73.84447500788983,Forest Hills,Queens,40.72526378216503,-73.84447500788983
Kew Gardens40.7051790354148-73.82981905825703,Kew Gardens,Queens,40.7051790354148,-73.82981905825703
Richmond Hill40.69794731471763-73.83183321446887,Richmond Hill,Queens,40.69794731471763,-73.83183321446887
Flushing40.76445419697846-73.83177300329582,Flushing,Queens,40.76445419697846,-73.83177300329582
Long Island City40.75021734610528-73.93920223915505,Long Island City,Queens,40.75021734610528,-73.93920223915505
Sunnyside40.74017628351924-73.92691617561577,Sunnyside,Queens,40.74017628351924,-73.92691617561577
East Elmhurst40.76407323883091-73.86704147658772,East Elmhurst,Queens,40.76407323883091,-73.86704147658772
Maspeth40.725427374093606-73.89621713626859,Maspeth,Queens,40.725427374093606,-73.89621713626859
Ridgewood40.70832315613858-73.90143517559589,Ridgewood,Queens,40.70832315613858,-73.90143517559589
Glendale40.70276242967838-73.87074167435605,Glendale,Queens,40.70276242967838,-73.87074167435605
Rego Park40.72897409480735-73.8578268690537,Rego Park,Queens,40.72897409480735,-73.8578268690537
Woodhaven40.68988687915789-73.8581104655432,Woodhaven,Queens,40.68988687915789,-73.8581104655432
Ozone Park40.680708468265415-73.84320266173447,Ozone Park,Queens,40.680708468265415,-73.84320266173447
South Ozone Park40.66854957767195-73.80986478649041,South Ozone Park,Queens,40.66854957767195,-73.80986478649041
College Point40.784902749260205-73.84304528896125,College Point,Queens,40.784902749260205,-73.84304528896125
Whitestone40.78129076602694-73.81420216610863,Whitestone,Queens,40.78129076602694,-73.81420216610863
Bayside40.76604063281064-73.7742736306867,Bayside,Queens,40.76604063281064,-73.7742736306867
Auburndale40.76172954903262-73.79176243728061,Auburndale,Queens,40.76172954903262,-73.79176243728061
Little Neck40.7708261928267-73.7388977558074,Little Neck,Queens,40.7708261928267,-73.7388977558074
Douglaston40.76684609790763-73.7424982072733,Douglaston,Queens,40.76684609790763,-73.7424982072733
Glen Oaks40.74944079974332-73.71548118999145,Glen Oaks,Queens,40.74944079974332,-73.71548118999145
Bellerose40.72857318176675-73.72012814826903,Bellerose,Queens,40.72857318176675,-73.72012814826903
Kew Gardens Hills40.722578244228046-73.82087764933566,Kew Gardens Hills,Queens,40.722578244228046,-73.82087764933566
Fresh Meadows40.7343944653313-73.78271337003264,Fresh Meadows,Queens,40.7343944653313,-73.78271337003264
Briarwood40.71093547252271-73.81174822458634,Briarwood,Queens,40.71093547252271,-73.81174822458634
Jamaica Center40.70465736068717-73.79690165888289,Jamaica Center,Queens,40.70465736068717,-73.79690165888289
Oakland Gardens40.74561857141855-73.75494976234332,Oakland Gardens,Queens,40.74561857141855,-73.75494976234332
Queens Village40.718893092167356-73.73871484578424,Queens Village,Queens,40.718893092167356,-73.73871484578424
Hollis40.71124344191904-73.75925009335594,Hollis,Queens,40.71124344191904,-73.75925009335594
South Jamaica40.696911253789885-73.7904261313554,South Jamaica,Queens,40.696911253789885,-73.7904261313554
St. Albans40.69444538522359-73.75867603727717,St. Albans,Queens,40.69444538522359,-73.75867603727717
Rochdale40.67521139591733-73.77258787620906,Rochdale,Queens,40.67521139591733,-73.77258787620906
Springfield Gardens40.666230490368584-73.76042092682287,Springfield Gardens,Queens,40.666230490368584,-73.76042092682287
Cambria Heights40.692774639160845-73.73526873708026,Cambria Heights,Queens,40.692774639160845,-73.73526873708026
Rosedale40.659816433428084-73.73526079428278,Rosedale,Queens,40.659816433428084,-73.73526079428278
Far Rockaway40.603134432500894-73.75497968043872,Far Rockaway,Queens,40.603134432500894,-73.75497968043872
Broad Channel40.60302658351238-73.8200548911032,Broad Channel,Queens,40.60302658351238,-73.8200548911032
Breezy Point40.55740128845452-73.92551196994168,Breezy Point,Queens,40.55740128845452,-73.92551196994168
Steinway40.775923015642896-73.90228960391673,Steinway,Queens,40.775923015642896,-73.90228960391673
Beechhurst40.79278140360048-73.80436451720988,Beechhurst,Queens,40.79278140360048,-73.80436451720988
Bay Terrace40.782842806245554-73.7768022262158,Bay Terrace,Queens,40.782842806245554,-73.7768022262158
Edgemere40.595641807368494-73.77613282391705,Edgemere,Queens,40.595641807368494,-73.77613282391705
Arverne40.58914394372971-73.79199233136943,Arverne,Queens,40.58914394372971,-73.79199233136943
Rockaway Beach40.582801696845586-73.82236121088751,Rockaway Beach,Queens,40.582801696845586,-73.82236121088751
Neponsit40.572036730217015-73.85754672410827,Neponsit,Queens,40.572036730217015,-73.85754672410827
Murray Hill40.764126122614066-73.81276269135866,Murray Hill,Queens,40.764126122614066,-73.81276269135866
Floral Park40.741378421945434-73.70884705889246,Floral Park,Queens,40.741378421945434,-73.70884705889246
Holliswood40.7209572076444-73.76714166714729,Holliswood,Queens,40.7209572076444,-73.76714166714729
Jamaica Estates40.71680483014613-73.7872269693666,Jamaica Estates,Queens,40.71680483014613,-73.7872269693666
Queensboro Hill40.7445723092867-73.82580915110559,Queensboro Hill,Queens,40.7445723092867,-73.82580915110559
Hillcrest40.723824901829204-73.79760300912672,Hillcrest,Queens,40.723824901829204,-73.79760300912672
Ravenswood40.761704526054146-73.93157506072878,Ravenswood,Queens,40.761704526054146,-73.93157506072878
Lindenwood40.66391841925139-73.84963782402441,Lindenwood,Queens,40.66391841925139,-73.84963782402441
Laurelton40.66788389660247-73.74025607989822,Laurelton,Queens,40.66788389660247,-73.74025607989822
Lefrak City40.736074570830795-73.8625247141374,Lefrak City,Queens,40.736074570830795,-73.8625247141374
Belle Harbor40.57615556543109-73.8540175039252,Belle Harbor,Queens,40.57615556543109,-73.8540175039252
Rockaway Park40.58034295646131-73.84153370226186,Rockaway Park,Queens,40.58034295646131,-73.84153370226186
Somerville40.59771061565768-73.79664750844047,Somerville,Queens,40.59771061565768,-73.79664750844047
Brookville40.66000322733613-73.75175310731153,Brookville,Queens,40.66000322733613,-73.75175310731153
Bellaire40.73301404027834-73.73889198912481,Bellaire,Queens,40.73301404027834,-73.73889198912481
North Corona40.7540709990489-73.85751790676447,North Corona,Queens,40.7540709990489,-73.85751790676447
Forest Hills Gardens40.7146110815117-73.8410221123401,Forest Hills Gardens,Queens,40.7146110815117,-73.8410221123401
St. George40.6449815710044-74.07935312512797,St. George,Staten Island,40.6449815710044,-74.07935312512797
New Brighton40.64061455913511-74.08701650516625,New Brighton,Staten Island,40.64061455913511,-74.08701650516625
Stapleton40.62692762538176-74.07790192660066,Stapleton,Staten Island,40.62692762538176,-74.07790192660066
Rosebank40.61530494652761-74.06980526716141,Rosebank,Staten Island,40.61530494652761,-74.06980526716141
West Brighton40.63187892654607-74.1071817826561,West Brighton,Staten Island,40.63187892654607,-74.1071817826561
Grymes Hill40.624184791313006-74.08724819983729,Grymes Hill,Staten Island,40.624184791313006,-74.08724819983729
Todt Hill40.59706851814673-74.1113288180088,Todt Hill,Staten Island,40.59706851814673,-74.1113288180088
South Beach40.58024741350956-74.0795529253982,South Beach,Staten Island,40.58024741350956,-74.0795529253982
Port Richmond40.63366930554365-74.12943426797008,Port Richmond,Staten Island,40.63366930554365,-74.12943426797008
Mariner's Harbor40.632546390481124-74.15008537046981,Mariner's Harbor,Staten Island,40.632546390481124,-74.15008537046981
Port Ivory40.63968297845542-74.17464532993542,Port Ivory,Staten Island,40.63968297845542,-74.17464532993542
Castleton Corners40.61333593766742-74.11918058534842,Castleton Corners,Staten Island,40.61333593766742,-74.11918058534842
New Springville40.594252379161695-74.16496031329827,New Springville,Staten Island,40.594252379161695,-74.16496031329827
Travis40.58631375103281-74.19073717538116,Travis,Staten Island,40.58631375103281,-74.19073717538116
New Dorp40.57257231820632-74.1164794360638,New Dorp,Staten Island,40.57257231820632,-74.1164794360638
Oakwood40.5584622432888-74.12156593771896,Oakwood,Staten Island,40.5584622432888,-74.12156593771896
Great Kills40.549480228713605-74.14932381490992,Great Kills,Staten Island,40.549480228713605,-74.14932381490992
Eltingville40.542230747450745-74.1643308041936,Eltingville,Staten Island,40.542230747450745,-74.1643308041936
Annadale40.53811417474507-74.17854866165878,Annadale,Staten Island,40.53811417474507,-74.17854866165878
Woodrow40.541967622888755-74.20524582480326,Woodrow,Staten Island,40.541967622888755,-74.20524582480326
Tottenville40.50533376115642-74.24656934235283,Tottenville,Staten Island,40.50533376115642,-74.24656934235283
Tompkinsville40.637316067110326-74.08055351790115,Tompkinsville,Staten Island,40.637316067110326,-74.08055351790115
Silver Lake40.61919310792676-74.09629029235458,Silver Lake,Staten Island,40.61919310792676,-74.09629029235458
Sunnyside40.61276015756489-74.0971255217853,Sunnyside,Staten Island,40.61276015756489,-74.0971255217853
Ditmas Park40.643675183340974-73.96101312466779,Ditmas Park,Brooklyn,40.643675183340974,-73.96101312466779
Wingate40.66094656188111-73.93718680559314,Wingate,Brooklyn,40.66094656188111,-73.93718680559314
Rugby40.655572313280764-73.92688212616955,Rugby,Brooklyn,40.655572313280764,-73.92688212616955
Park Hill40.60919044434558-74.08015734936296,Park Hill,Staten Island,40.60919044434558,-74.08015734936296
Westerleigh40.62109047275409-74.13304143951704,Westerleigh,Staten Island,40.62109047275409,-74.13304143951704
Graniteville40.620171512231884-74.15315246387762,Graniteville,Staten Island,40.620171512231884,-74.15315246387762
Arlington40.63532509911492-74.16510420241124,Arlington,Staten Island,40.63532509911492,-74.16510420241124
Arrochar40.596312571276734-74.06712363225574,Arrochar,Staten Island,40.596312571276734,-74.06712363225574
Grasmere40.59826835959991-74.0766743627905,Grasmere,Staten Island,40.59826835959991,-74.0766743627905
Old Town40.59632891379513-74.08751118005578,Old Town,Staten Island,40.59632891379513,-74.08751118005578
Dongan Hills40.588672948199275-74.09639905312521,Dongan Hills,Staten Island,40.588672948199275,-74.09639905312521
Midland Beach40.57352690574283-74.09348266303591,Midland Beach,Staten Island,40.57352690574283,-74.09348266303591
Grant City40.57621558711788-74.10585598545434,Grant City,Staten Island,40.57621558711788,-74.10585598545434
New Dorp Beach40.56425549307335-74.10432707469124,New Dorp Beach,Staten Island,40.56425549307335,-74.10432707469124
Bay Terrace40.55398800858462-74.13916622175768,Bay Terrace,Staten Island,40.55398800858462,-74.13916622175768
Huguenot40.531911920489605-74.19174105747814,Huguenot,Staten Island,40.531911920489605,-74.19174105747814
Pleasant Plains40.524699376118136-74.21983106616777,Pleasant Plains,Staten Island,40.524699376118136,-74.21983106616777
Butler Manor40.50608165346305-74.22950350260027,Butler Manor,Staten Island,40.50608165346305,-74.22950350260027
Charleston40.53053148283314-74.23215775896526,Charleston,Staten Island,40.53053148283314,-74.23215775896526
Rossville40.54940400650072-74.21572851113952,Rossville,Staten Island,40.54940400650072,-74.21572851113952
Arden Heights40.54928582278321-74.18588674583893,Arden Heights,Staten Island,40.54928582278321,-74.18588674583893
Greenridge40.555295236173194-74.17079414786092,Greenridge,Staten Island,40.555295236173194,-74.17079414786092
Heartland Village40.58913894875281-74.15902208156601,Heartland Village,Staten Island,40.58913894875281,-74.15902208156601
Chelsea40.59472602746295-74.1895604551969,Chelsea,Staten Island,40.59472602746295,-74.1895604551969
Bloomfield40.60577868452358-74.18725638381567,Bloomfield,Staten Island,40.60577868452358,-74.18725638381567
Bulls Head40.6095918004203-74.15940948657122,Bulls Head,Staten Island,40.6095918004203,-74.15940948657122
Carnegie Hill40.7826825671257-73.95325646837112,Carnegie Hill,Manhattan,40.7826825671257,-73.95325646837112
Noho40.72325901885768-73.98843368023597,Noho,Manhattan,40.72325901885768,-73.98843368023597
Civic Center40.71522892046282-74.00541529873355,Civic Center,Manhattan,40.71522892046282,-74.00541529873355
Midtown South40.7485096643122-73.98871313285247,Midtown South,Manhattan,40.7485096643122,-73.98871313285247
Richmond Town40.56960594275505-74.1340572986257,Richmond Town,Staten Island,40.56960594275505,-74.1340572986257
Shore Acres40.60971934079284-74.06667766061771,Shore Acres,Staten Island,40.60971934079284,-74.06667766061771
Clifton40.61917845202843-74.072642445484,Clifton,Staten Island,40.61917845202843,-74.072642445484
Concord40.6044731896879-74.08402364740358,Concord,Staten Island,40.6044731896879,-74.08402364740358
Emerson Hill40.606794394801-74.09776206972522,Emerson Hill,Staten Island,40.606794394801,-74.09776206972522
Randall Manor40.63563000681151-74.09805062373887,Randall Manor,Staten Island,40.63563000681151,-74.09805062373887
Howland Hook40.63843283794795-74.18622331749823,Howland Hook,Staten Island,40.63843283794795,-74.18622331749823
Elm Park40.630146741193826-74.1418167896889,Elm Park,Staten Island,40.630146741193826,-74.1418167896889
Remsen Village40.652117451793494-73.91665331978048,Remsen Village,Brooklyn,40.652117451793494,-73.91665331978048
New Lots40.6627442796966-73.88511776379292,New Lots,Brooklyn,40.6627442796966,-73.88511776379292
Paerdegat Basin40.63131755039667-73.90233474295836,Paerdegat Basin,Brooklyn,40.63131755039667,-73.90233474295836
Mill Basin40.61597423962336-73.91515391550404,Mill Basin,Brooklyn,40.61597423962336,-73.91515391550404
Jamaica Hills40.71145964370482-73.79646462081593,Jamaica Hills,Queens,40.71145964370482,-73.79646462081593
Utopia40.73350025429757-73.79671678028349,Utopia,Queens,40.73350025429757,-73.79671678028349
Pomonok40.73493618075478-73.80486120040537,Pomonok,Queens,40.73493618075478,-73.80486120040537
Astoria Heights40.7703173929982-73.89467996270574,Astoria Heights,Queens,40.7703173929982,-73.89467996270574
Claremont Village40.83142834161548-73.90119903387667,Claremont Village,Bronx,40.83142834161548,-73.90119903387667
Concourse Village40.824780490842905-73.91584652759009,Concourse Village,Bronx,40.824780490842905,-73.91584652759009
Mount Eden40.84382617671654-73.91655551964419,Mount Eden,Bronx,40.84382617671654,-73.91655551964419
Mount Hope40.84884160724665-73.90829930881988,Mount Hope,Bronx,40.84884160724665,-73.90829930881988
Sutton Place40.76028033131374-73.96355614094303,Sutton Place,Manhattan,40.76028033131374,-73.96355614094303
Hunters Point40.743414090073536-73.95386782130745,Hunters Point,Queens,40.743414090073536,-73.95386782130745
